,label,win,points,aces,dealer card,round,game number
34330,1,True,20,1,4,0,28724
34331,0,True,20,1,4,1,28724
34339,1,True,10,0,10,0,28731
34340,0,True,20,0,10,1,28731
34342,0,True,18,0,10,0,28733
34346,1,True,10,0,11,0,28737
34347,0,True,19,0,11,1,28737
34351,0,True,17,0,10,0,28740
34354,0,True,20,0,8,0,28742
34359,0,True,19,0,4,0,28746
34360,0,True,20,0,10,0,28747
34361,1,True,16,0,6,0,28748
34362,0,True,19,0,6,1,28748
34365,1,True,12,0,9,0,28750
34366,0,True,20,0,9,1,28750
34388,1,True,9,0,9,0,28767
34389,0,True,17,0,9,1,28767
34390,1,True,10,0,7,0,28768
34391,0,True,18,0,7,1,28768
34397,1,True,20,0,7,0,28773
34398,0,True,18,0,10,0,28774
34399,1,True,4,0,5,0,28775
34400,1,True,14,0,5,1,28775
34414,0,True,20,0,3,0,28788
34416,0,True,18,0,5,0,28790
34426,0,True,18,0,8,0,28798
34429,1,True,18,1,10,0,28802
34430,1,True,14,1,10,1,28802
34431,0,True,20,1,10,2,28802
34439,0,True,19,0,11,0,28810
34444,0,True,18,0,7,0,28814
34449,1,True,6,0,10,0,28819
34450,1,True,15,0,10,1,28819
34451,0,True,20,0,2,0,28820
34462,0,True,19,0,8,0,28830
34464,1,True,15,1,10,0,28832
34465,0,True,17,1,10,1,28832
34471,0,True,20,0,8,0,28836
34473,0,True,19,0,8,0,28839
34481,1,True,10,0,4,0,28849
34482,0,True,16,0,4,1,28849
34489,0,True,15,0,9,0,28855
34500,0,True,18,0,3,0,28868
34501,1,True,9,0,6,0,28869
34502,0,True,19,0,6,1,28869
34507,0,True,20,0,10,0,28874
34510,0,True,20,0,10,0,28877
34511,1,True,13,1,4,0,28878
34512,0,True,17,1,4,1,28878
34519,1,True,9,0,3,0,28885
34520,0,True,19,0,3,1,28885
34521,0,True,14,0,6,0,28886
34522,0,True,14,0,11,0,28887
34529,0,True,19,0,3,0,28892
34538,0,True,20,1,11,0,28899
34541,0,True,19,0,6,0,28901
34549,0,True,20,0,5,0,28907
34555,1,True,17,0,10,0,28911
34560,0,True,18,0,5,0,28916
34567,0,True,15,0,4,0,28924
34577,0,True,20,0,5,0,28933
34579,1,True,16,1,7,0,28935
34580,0,True,20,1,7,1,28935
34588,1,True,14,0,3,0,28940
34589,1,True,18,0,3,1,28940
34600,0,True,17,1,5,0,28950
34601,1,True,5,0,5,0,28951
34602,0,True,15,0,5,1,28951
34611,0,True,20,0,6,0,28960
34612,0,True,20,0,9,0,28961
34614,0,True,13,0,10,0,28963
34620,0,True,20,0,10,0,28968
34621,1,True,12,0,6,0,28969
34622,0,True,17,0,6,1,28969
34626,1,True,7,0,10,0,28972
34627,0,True,17,0,10,1,28972
34629,0,True,18,1,4,0,28974
34641,1,True,5,0,3,0,28982
34642,0,True,15,0,3,1,28982
34644,0,True,20,0,9,0,28984
34657,0,True,20,0,3,0,28997
34662,0,True,20,0,4,0,29001
34674,1,True,10,0,2,0,29008
34675,0,True,20,0,2,1,29008
34681,1,True,9,0,2,0,29014
34682,0,True,19,0,2,1,29014
34688,0,True,19,1,2,0,29019
34695,0,True,19,0,6,0,29024
34701,0,True,18,0,9,0,29028
34704,0,True,17,0,4,0,29031
34716,1,True,11,0,2,0,29042
34717,0,True,16,0,2,1,29042
34719,0,True,19,0,2,0,29044
34736,0,True,18,0,8,0,29058
34750,0,True,20,0,10,0,29069
34751,1,True,12,0,11,0,29070
34752,0,True,16,0,11,1,29070
34755,1,True,18,0,2,0,29072
34756,0,True,19,1,2,1,29072
34757,0,True,16,0,11,0,29073
34758,1,True,14,1,10,0,29074
34759,0,True,20,1,10,1,29074
34764,0,True,20,1,3,0,29080
34765,1,True,10,0,6,0,29081
34766,0,True,17,0,6,1,29081
34767,0,True,18,0,10,0,29082
34776,1,True,9,0,10,0,29089
34777,1,True,20,1,10,1,29089
34778,0,True,20,1,10,2,29089
34782,0,True,20,1,7,0,29093
34788,1,True,17,1,7,0,29100
34789,0,True,17,1,7,1,29100
34794,1,True,8,0,10,0,29105
34795,0,True,18,0,10,1,29105
34802,1,True,10,0,7,0,29110
34803,0,True,20,0,7,1,29110
34808,0,True,17,0,10,0,29113
34826,1,True,17,1,8,0,29126
34827,0,True,20,1,8,1,29126
34828,1,True,8,0,5,0,29127
34829,0,True,16,0,5,1,29127
34830,0,True,18,0,10,0,29128
34834,0,True,16,0,8,0,29132
34838,1,True,9,0,8,0,29136
34839,0,True,19,0,8,1,29136
34840,0,True,16,0,10,0,29137
34850,1,True,10,0,3,0,29149
34871,1,True,10,0,7,0,29165
34872,0,True,20,0,7,1,29165
34874,0,True,20,0,11,0,29168
34878,1,True,12,0,6,0,29171
34879,0,True,19,0,6,1,29171
34889,1,True,15,0,10,0,29179
34892,0,True,20,0,10,0,29182
34893,1,True,6,0,10,0,29183
34894,0,True,16,0,10,1,29183
34902,1,True,11,0,11,0,29192
34909,0,True,19,0,5,0,29197
34912,0,True,20,0,5,0,29200
34927,1,True,4,0,10,0,29212
34928,1,True,10,0,10,1,29212
34929,0,True,20,0,10,2,29212
34936,1,True,9,0,10,0,29217
34937,0,True,19,0,10,1,29217
34938,0,True,20,0,2,0,29218
34939,1,True,14,0,10,0,29219
34942,1,True,18,0,3,0,29222
34946,0,True,15,0,3,0,29226
34949,0,True,16,0,5,0,29229
34968,0,True,18,1,6,0,29245
34983,0,True,20,0,5,0,29257
34990,0,True,20,0,3,0,29264
35002,1,True,19,0,2,0,29273
35004,0,True,19,0,8,0,29276
35010,1,True,11,0,10,0,29280
35011,1,True,9,0,10,0,29281
35012,0,True,19,0,10,1,29281
35013,0,True,20,0,9,0,29282
35020,1,True,9,0,6,0,29287
35021,0,True,19,0,6,1,29287
35027,0,True,20,0,7,0,29293
35035,0,True,18,0,4,0,29299
35048,0,True,17,0,4,0,29309
35049,0,True,20,1,5,0,29311
35051,0,True,19,0,3,0,29313
35060,0,True,19,1,2,0,29320
35067,1,True,12,0,8,0,29326
35068,0,True,18,0,8,1,29326
35071,0,True,18,0,10,0,29329
35075,1,True,9,0,3,0,29332
35076,1,True,14,0,3,1,29332
35077,1,True,15,1,3,2,29332
35078,0,True,19,1,3,3,29332
35083,0,True,18,0,2,0,29338
35084,0,True,19,0,2,0,29340
35087,1,True,10,0,6,0,29343
35088,0,True,20,0,6,1,29343
35098,1,True,10,0,3,0,29350
35099,0,True,20,0,3,1,29350
35103,0,True,20,0,6,0,29355
35107,0,True,17,0,8,0,29360
35113,0,True,16,0,10,0,29365
35117,0,True,20,0,3,0,29369
35118,1,True,10,0,3,0,29370
35119,1,True,13,0,5,0,29371
35120,0,True,20,0,5,1,29371
35130,0,True,20,0,8,0,29380
35135,0,True,17,1,5,0,29385
35141,0,True,17,1,10,0,29391
35146,1,True,9,0,8,0,29396
35147,1,True,20,1,8,1,29396
35155,0,True,17,0,10,0,29405
35160,0,True,20,0,8,0,29410
35178,1,True,12,2,8,0,29428
35179,0,True,18,2,8,1,29428
35180,0,True,20,0,3,0,29429
35182,0,True,19,1,2,0,29431
35183,0,True,19,0,2,0,29432
35193,1,True,17,0,10,0,29442
35194,1,True,20,1,9,0,29443
35195,1,True,12,1,9,1,29443
35196,0,True,17,1,9,2,29443
35197,0,True,18,0,5,0,29444
35198,0,True,20,0,6,0,29445
35201,1,True,13,0,10,0,29448
35206,0,True,14,0,5,0,29454
35221,1,True,12,0,4,0,29464
35222,1,True,16,0,4,1,29464
35223,0,True,20,0,4,2,29464
35226,1,True,14,0,6,0,29467
35227,0,True,18,0,6,1,29467
35231,0,True,18,0,3,0,29471
35232,0,True,20,0,3,0,29473
35237,0,True,17,0,6,0,29478
35239,0,True,20,1,2,0,29480
35250,1,True,17,0,10,0,29492
35251,0,True,19,0,10,1,29492
35255,0,True,18,0,3,0,29494
35271,1,True,8,0,4,0,29506
35272,0,True,18,0,4,1,29506
35281,1,True,9,0,10,0,29513
35282,0,True,19,0,10,1,29513
35284,0,True,20,0,8,0,29516
35285,0,True,19,0,4,0,29517
35289,0,True,14,0,2,0,29520
35292,0,True,15,0,10,0,29522
35296,0,True,20,0,9,0,29528
35302,1,True,7,0,10,0,29534
35303,1,True,16,0,10,1,29534
35304,0,True,17,0,5,0,29537
35308,0,True,17,0,5,0,29540
35316,1,True,16,0,9,0,29545
35317,0,True,19,0,9,1,29545
35324,0,True,18,0,6,0,29551
35330,0,True,18,0,10,0,29558
35332,0,True,20,0,10,0,29560
35334,0,True,20,0,9,0,29562
35335,1,True,9,0,4,0,29563
35336,0,True,20,1,4,1,29563
35338,0,True,20,0,3,0,29565
35342,0,True,19,0,6,0,29569
35343,0,True,15,0,6,0,29571
35366,0,True,18,0,10,0,29592
35375,1,True,7,0,2,0,29600
35376,0,True,17,0,2,1,29600
35378,0,True,17,1,9,0,29602
35383,0,True,20,0,5,0,29606
35393,1,True,15,1,3,0,29612
35405,1,True,13,0,5,0,29622
35406,0,True,20,0,5,1,29622
35408,1,True,10,0,8,0,29624
35409,0,True,20,0,8,1,29624
35417,0,True,19,0,4,0,29629
35420,0,True,17,0,9,0,29633
35424,1,True,9,0,8,0,29637
35425,0,True,19,0,8,1,29637
35437,1,True,10,0,5,0,29647
35438,0,True,20,0,5,1,29647
35443,1,True,9,0,10,0,29652
35444,0,True,18,0,10,1,29652
35458,0,True,19,0,4,0,29666
35461,0,True,18,0,6,0,29671
35464,0,True,18,0,6,0,29675
35478,1,True,16,0,11,0,29687
35479,0,True,20,0,11,1,29687
35480,1,True,16,0,10,0,29689
35482,0,True,13,0,2,0,29691
35490,0,True,20,0,3,0,29698
35495,0,True,20,0,8,0,29702
35500,1,True,10,0,3,0,29707
35512,1,True,17,0,3,0,29716
35514,1,True,10,0,11,0,29718
35515,0,True,20,0,11,1,29718
35521,1,True,12,0,10,0,29726
35522,0,True,15,0,10,1,29726
35538,1,True,12,0,9,0,29739
35539,0,True,16,0,9,1,29739
35540,1,True,14,0,4,0,29740
35541,0,True,20,0,4,1,29740
35544,0,True,20,0,2,0,29743
35546,0,True,20,1,5,0,29745
35551,1,True,10,0,7,0,29748
35552,0,True,17,0,7,1,29748
35555,0,True,20,0,6,0,29751
35556,0,True,20,0,10,0,29752
35561,1,True,9,0,9,0,29756
35562,0,True,20,1,9,1,29756
35572,1,True,13,0,9,0,29765
35575,0,True,17,0,10,0,29769
35576,1,True,10,0,10,0,29770
35577,0,True,20,0,10,1,29770
35582,0,True,17,0,10,0,29775
35583,1,True,8,0,5,0,29776
35584,0,True,18,0,5,1,29776
35591,0,True,20,0,6,0,29781
35592,1,True,9,0,9,0,29782
35593,0,True,19,0,9,1,29782
35594,1,True,7,0,10,0,29783
35595,0,True,18,1,10,1,29783
35596,1,True,16,0,4,0,29785
35597,0,True,20,0,4,1,29785
35613,0,True,20,0,4,0,29801
35619,1,True,10,0,4,0,29806
35620,0,True,19,0,4,1,29806
35624,0,True,20,0,5,0,29811
35625,1,True,16,0,9,0,29812
35626,0,True,20,0,9,1,29812
35628,0,True,20,0,2,0,29814
35630,1,True,20,1,3,0,29818
35631,0,True,16,1,3,1,29818
35644,1,True,10,0,9,0,29830
35645,0,True,20,0,9,1,29830
35646,0,True,17,0,3,0,29832
35647,0,True,20,0,10,0,29833
35648,1,True,8,0,2,0,29834
35649,0,True,18,0,2,1,29834
35658,1,True,18,1,10,0,29844
35659,0,True,16,1,10,1,29844
35663,1,True,16,0,8,0,29848
35664,0,True,19,0,8,1,29848
35665,1,True,8,0,10,0,29849
35666,0,True,16,0,10,1,29849
35667,1,True,15,0,7,0,29850
35668,0,True,17,0,7,1,29850
35669,1,True,13,0,2,0,29851
35670,1,True,14,1,2,1,29851
35671,0,True,18,1,2,2,29851
35672,0,True,20,1,4,0,29852
35673,0,True,18,0,7,0,29854
35678,1,True,10,0,10,0,29859
35679,0,True,20,0,10,1,29859
35681,0,True,20,0,6,0,29861
35684,0,True,18,0,3,0,29864
35688,1,True,14,0,5,0,29868
35689,0,True,18,0,5,1,29868
35697,0,True,19,0,3,0,29874
35704,0,True,19,1,10,0,29880
35707,0,True,20,0,10,0,29883
35723,0,True,20,0,11,0,29898
35724,0,True,18,0,10,0,29899
35730,1,True,10,0,10,0,29907
35731,1,True,12,0,10,1,29907
35732,0,True,18,0,10,2,29907
35736,0,True,15,0,3,0,29911
35740,0,True,16,0,5,0,29914
35750,1,True,7,0,4,0,29922
35751,0,True,18,1,4,1,29922
35753,0,True,20,1,10,0,29924
35759,0,True,20,0,2,0,29931
35764,1,True,8,0,10,0,29936
35765,0,True,18,0,10,1,29936
35771,1,True,7,0,10,0,29941
35772,0,True,17,0,10,1,29941
35778,0,True,20,0,10,0,29947
35788,0,True,20,0,10,0,29953
35804,1,True,20,0,9,0,29964
35811,0,True,19,0,9,0,29972
35833,1,True,13,0,10,0,29988
35834,0,True,20,0,10,1,29988
35835,0,True,14,0,3,0,29989
35847,0,True,17,0,10,0,29996
35848,1,True,15,0,2,0,29997
35849,1,True,10,0,10,0,29999
35850,1,True,14,1,10,0,30000
35851,1,True,12,1,10,1,30000
35852,0,True,17,1,10,2,30000
35855,0,True,13,0,2,0,30003
35856,0,True,19,0,5,0,30004
35860,1,True,15,0,10,0,30008
35861,0,True,20,0,3,0,30009
35863,1,True,5,0,10,0,30011
35864,1,True,9,0,10,1,30011
35865,0,True,20,1,10,2,30011
35869,1,True,13,1,2,0,30015
35873,0,True,20,0,7,0,30018
35876,0,True,20,0,3,0,30021
35879,1,True,10,0,10,0,30024
35885,1,True,17,0,4,0,30031
35886,0,True,20,0,4,1,30031
35887,1,True,15,0,5,0,30032
35888,0,True,20,0,5,1,30032
35893,1,True,8,0,7,0,30036
35894,1,True,18,0,7,1,30036
35895,0,True,19,1,7,2,30036
35898,1,True,12,0,3,0,30040
35905,0,True,20,0,5,0,30046
35910,1,True,10,0,6,0,30052
35911,0,True,20,0,6,1,30052
35915,0,True,20,1,9,0,30055
35916,1,True,8,0,4,0,30056
35917,0,True,18,0,4,1,30056
35918,0,True,20,0,5,0,30057
35919,0,True,20,0,10,0,30058
35923,0,True,20,0,8,0,30061
35930,1,True,10,0,4,0,30068
35931,0,True,20,0,4,1,30068
35932,0,True,18,0,6,0,30070
35937,0,True,20,0,6,0,30074
35939,0,True,18,0,10,0,30077
35941,1,True,6,0,6,0,30079
35942,1,True,16,0,6,1,30079
35948,0,True,16,0,4,0,30084
35953,1,True,11,0,6,0,30088
35954,1,True,4,0,9,0,30089
35955,1,True,7,0,9,1,30089
35956,1,True,11,0,9,2,30089
35957,0,True,15,0,9,3,30089
35959,1,True,10,0,6,0,30091
35960,0,True,19,0,6,1,30091
35962,0,True,17,0,10,0,30093
35964,0,True,18,0,4,0,30096
35965,0,True,19,0,10,0,30097
35970,0,True,17,1,8,0,30102
35979,0,True,20,0,10,0,30108
35983,0,True,20,0,10,0,30112
35987,0,True,19,0,10,0,30118
35996,0,True,20,0,3,0,30127
36000,0,True,18,0,6,0,30132
36005,0,True,17,1,7,0,30138
36015,1,True,6,0,5,0,30147
36016,1,True,15,0,5,1,30147
36017,0,True,20,0,5,2,30147
36026,0,True,19,0,5,0,30162
36027,0,True,16,0,7,0,30163
36028,0,True,19,0,10,0,30164
36031,0,True,20,1,3,0,30169
36032,0,True,18,0,6,0,30170
36036,0,True,20,0,5,0,30173
36041,1,True,7,0,9,0,30177
36042,0,True,18,1,9,1,30177
36043,1,True,7,0,4,0,30178
36044,1,True,15,0,4,1,30178
36050,1,True,17,1,5,0,30184
36051,0,True,14,1,10,0,30185
36056,1,True,9,0,10,0,30189
36057,0,True,19,0,10,1,30189
36070,1,True,20,1,7,0,30199
36080,1,True,10,0,4,0,30205
36081,0,True,20,0,4,1,30205
36084,0,True,18,0,10,0,30208
36091,0,True,20,0,10,0,30215
36093,0,True,20,1,2,0,30217
36101,0,True,20,0,11,0,30223
36104,0,True,19,0,8,0,30226
36106,1,True,10,0,6,0,30228
36107,0,True,19,0,6,1,30228
36108,0,True,15,0,3,0,30229
36112,0,True,19,0,10,0,30233
36118,0,True,14,0,7,0,30239
36121,0,True,20,0,5,0,30243
36122,1,True,5,0,10,0,30245
36123,1,True,9,0,10,1,30245
36124,0,True,15,0,10,2,30245
36133,0,True,19,1,6,0,30254
36136,1,True,9,0,7,0,30256
36137,0,True,19,0,7,1,30256
36143,1,True,19,1,10,0,30261
36144,1,True,13,1,10,1,30261
36153,0,True,16,0,10,0,30269
36157,0,True,17,0,10,0,30272
36164,0,True,15,0,9,0,30277
36167,1,True,7,0,6,0,30279
36168,1,True,10,0,6,1,30279
36169,0,True,20,0,6,2,30279
36170,0,True,17,0,2,0,30280
36173,0,True,18,0,10,0,30282
36174,1,True,12,0,2,0,30283
36175,0,True,20,0,2,1,30283
36184,0,True,17,0,6,0,30291
36188,0,True,19,0,2,0,30294
36200,0,True,20,0,10,0,30303
36218,0,True,14,0,10,0,30317
36220,1,True,9,0,10,0,30319
36221,0,True,19,0,10,1,30319
36223,0,True,19,0,10,0,30321
36225,0,True,20,0,8,0,30323
36226,0,True,20,0,4,0,30324
36234,1,True,12,0,11,0,30332
36235,0,True,20,0,11,1,30332
36237,0,True,18,0,9,0,30334
36238,0,True,14,1,2,0,30335
36259,0,True,19,0,10,0,30352
36264,1,True,16,0,2,0,30357
36265,1,True,17,1,2,1,30357
36266,0,True,20,1,2,2,30357
36277,0,True,13,0,2,0,30365
36284,0,True,18,1,4,0,30369
36285,1,True,13,0,8,0,30370
36289,1,True,13,0,10,0,30374
36290,0,True,19,0,10,1,30374
36291,0,True,18,1,3,0,30375
36293,0,True,18,0,2,0,30377
36298,0,True,18,1,2,0,30381
36299,1,True,10,0,9,0,30382
36306,1,True,11,0,10,0,30387
36307,0,True,19,0,10,1,30387
36313,0,True,16,0,7,0,30390
36321,0,True,19,0,10,0,30396
36323,0,True,20,0,11,0,30398
36325,0,True,18,0,10,0,30400
36343,0,True,19,0,5,0,30417
36354,1,True,8,0,2,0,30427
36355,0,True,18,0,2,1,30427
36364,0,True,20,1,5,0,30435
36365,0,True,20,0,5,0,30436
36366,0,True,19,0,8,0,30438
36367,1,True,9,0,6,0,30439
36368,0,True,19,0,6,1,30439
36370,0,True,19,0,4,0,30441
36371,1,True,13,0,10,0,30443
36372,0,True,19,0,10,1,30443
36383,0,True,18,0,10,0,30455
36388,0,True,16,0,4,0,30460
36396,1,True,7,0,10,0,30467
36397,1,True,9,0,10,1,30467
36398,1,True,11,0,10,2,30467
36399,1,True,4,0,6,0,30468
36400,1,True,15,1,6,1,30468
36401,0,True,19,1,6,2,30468
36406,0,True,20,0,4,0,30473
36407,1,True,15,0,10,0,30474
36408,0,True,19,0,10,1,30474
36410,0,True,20,0,9,0,30476
36420,0,True,19,1,7,0,30484
36425,0,True,18,1,6,0,30489
36426,1,True,14,0,2,0,30490
36427,0,True,16,0,2,1,30490
36431,1,True,7,0,3,0,30496
36432,0,True,16,0,3,1,30496
36441,0,True,20,1,7,0,30501
36442,0,True,20,0,6,0,30502
36446,0,True,15,1,10,0,30505
36447,1,True,10,0,8,0,30506
36448,0,True,20,0,8,1,30506
36450,1,True,9,0,10,0,30508
36451,0,True,19,0,10,1,30508
36455,0,True,19,1,4,0,30511
36456,0,True,18,0,7,0,30512
36462,1,True,10,0,6,0,30517
36470,0,True,17,0,8,0,30522
36479,1,True,6,0,3,0,30528
36480,1,True,10,0,3,1,30528
36481,1,True,15,0,3,2,30528
36482,1,True,16,1,3,3,30528
36487,0,True,20,0,5,0,30535
36507,0,True,18,0,2,0,30551
36515,1,True,20,0,10,0,30557
36517,1,True,7,0,3,0,30559
36518,0,True,17,0,3,1,30559
36519,1,True,18,1,8,0,30560
36520,0,True,17,1,8,1,30560
36529,1,True,16,0,10,0,30568
36533,0,True,16,0,2,0,30572
36534,0,True,16,0,4,0,30573
36542,1,True,4,0,2,0,30580
36543,1,True,8,0,2,1,30580
36544,0,True,18,0,2,2,30580
36546,1,True,10,0,11,0,30582
36547,0,True,15,0,11,1,30582
36560,0,True,18,1,8,0,30593
36561,0,True,17,1,10,0,30594
36565,1,True,20,1,6,0,30597
36566,0,True,17,1,6,1,30597
36568,1,True,9,0,4,0,30599
36569,0,True,20,1,4,1,30599
36576,0,True,20,0,11,0,30605
36577,0,True,18,0,8,0,30606
36581,1,True,6,0,3,0,30608
36582,0,True,16,0,3,1,30608
36601,0,True,19,1,11,0,30624
36603,1,True,10,0,9,0,30626
36604,0,True,20,0,9,1,30626
36605,0,True,19,0,4,0,30627
36618,1,True,12,0,10,0,30637
36619,1,True,14,0,10,1,30637
36620,0,True,20,0,10,2,30637
36623,0,True,20,0,4,0,30639
36627,1,True,7,0,10,0,30644
36628,1,True,9,0,10,1,30644
36629,0,True,18,0,10,2,30644
36632,1,True,18,0,8,0,30647
36635,1,True,10,0,8,0,30650
36636,0,True,17,0,8,1,30650
36637,1,True,8,0,11,0,30651
36638,0,True,18,0,11,1,30651
36639,1,True,9,0,10,0,30652
36640,0,True,19,0,10,1,30652
36644,1,True,10,0,7,0,30655
36645,0,True,18,0,7,1,30655
36649,1,True,8,0,2,0,30659
36650,0,True,18,0,2,1,30659
36651,0,True,20,0,8,0,30660
36654,1,True,17,1,11,0,30662
36655,0,True,18,0,9,0,30663
36657,1,True,12,0,4,0,30665
36658,0,True,19,0,4,1,30665
36671,0,True,19,0,5,0,30677
36677,0,True,20,0,6,0,30681
36678,0,True,20,0,4,0,30682
36685,1,True,16,1,2,0,30689
36686,0,True,20,1,2,1,30689
36691,1,True,12,0,10,0,30692
36692,0,True,20,0,10,0,30694
36700,0,True,14,1,2,0,30703
36704,0,True,19,0,2,0,30705
36705,1,True,9,0,10,0,30706
36706,0,True,20,1,10,1,30706
36709,0,True,17,0,10,0,30709
36723,1,True,9,0,7,0,30720
36724,1,True,18,0,7,1,30720
36725,0,True,20,0,7,2,30720
36732,1,True,6,0,9,0,30724
36733,0,True,16,0,9,1,30724
36735,0,True,19,1,3,0,30726
36736,0,True,18,0,4,0,30727
36744,1,True,20,1,10,0,30735
36745,0,True,20,1,10,1,30735
36746,1,True,10,0,7,0,30736
36747,0,True,20,0,7,1,30736
36754,0,True,20,1,10,0,30741
36755,0,True,18,0,2,0,30742
36765,0,True,20,0,5,0,30751
36775,0,True,18,0,5,0,30757
36780,0,True,19,0,8,0,30762
36793,0,True,20,0,2,0,30774
36796,0,True,16,0,4,0,30778
36797,1,True,7,0,9,0,30779
36798,1,True,18,1,9,1,30779
36799,0,True,19,2,9,2,30779
36800,0,True,19,1,10,0,30780
36812,1,True,15,0,10,0,30791
36813,0,True,19,0,10,1,30791
36815,0,True,19,1,2,0,30793
36818,0,True,19,0,3,0,30796
36826,1,True,6,0,9,0,30802
36827,0,True,13,0,9,1,30802
36832,1,True,8,0,11,0,30806
36833,1,True,16,0,11,1,30806
36839,1,True,11,0,10,0,30812
36840,0,True,18,1,8,0,30813
36843,0,True,18,0,7,0,30816
36847,0,True,17,0,7,0,30820
36850,0,True,18,1,6,0,30823
36856,0,True,16,0,3,0,30829
36861,0,True,20,0,3,0,30834
36863,0,True,20,0,2,0,30837
36868,0,True,16,0,2,0,30842
36873,0,True,19,0,6,0,30847
36877,1,True,12,0,3,0,30851
36878,0,True,19,0,3,1,30851
36880,0,True,19,0,10,0,30853
36887,1,True,9,0,8,0,30861
36888,0,True,18,0,8,1,30861
36898,0,True,20,0,4,0,30870
36907,1,True,13,1,6,0,30880
36908,0,True,19,1,6,1,30880
36909,0,True,17,0,10,0,30881
36910,1,True,16,0,11,0,30882
36911,0,True,20,0,11,1,30882
36912,1,True,9,0,10,0,30883
36913,0,True,16,0,10,1,30883
36918,0,True,15,0,7,0,30886
36922,0,True,20,1,4,0,30889
36923,0,True,20,0,10,0,30890
36930,0,True,20,0,10,0,30895
36933,0,True,18,0,11,0,30897
36934,0,True,14,0,8,0,30898
36936,1,True,13,0,4,0,30900
36937,0,True,16,0,4,1,30900
36940,0,True,13,1,3,0,30903
36944,0,True,20,1,5,0,30906
36945,1,True,8,0,4,0,30908
36946,0,True,16,0,4,1,30908
36954,0,True,18,0,6,0,30916
36957,1,True,16,0,8,0,30919
36958,0,True,20,0,8,1,30919
36959,1,True,9,0,10,0,30920
36960,0,True,19,0,10,1,30920
36970,0,True,16,1,4,0,30928
36973,0,True,17,0,3,0,30930
36974,0,True,20,0,10,0,30931
36976,1,True,13,1,9,0,30933
36977,0,True,20,1,9,1,30933
36985,1,True,16,0,9,0,30939
36988,0,True,17,1,4,0,30942
36989,1,True,13,0,6,0,30943
36990,0,True,20,0,6,1,30943
36997,1,True,10,0,10,0,30951
36998,0,True,20,0,10,1,30951
36999,1,True,10,0,10,0,30952
37000,1,True,9,0,7,0,30953
37001,0,True,19,0,7,1,30953
37002,0,True,20,0,5,0,30954
37005,1,True,15,0,4,0,30956
37006,1,True,18,0,4,1,30956
37007,0,True,20,0,4,2,30956
37012,1,True,6,0,5,0,30961
37013,0,True,16,0,5,1,30961
37022,0,True,20,0,10,0,30971
37023,0,True,18,1,5,0,30972
37034,0,True,20,1,9,0,30980
37035,1,True,12,0,10,0,30981
37036,1,True,16,0,10,1,30981
37037,0,True,19,0,10,0,30983
37039,0,True,20,0,4,0,30985
37043,1,True,10,0,5,0,30990
37044,1,True,16,0,5,1,30990
37045,0,True,17,1,5,2,30990
37046,1,True,7,0,3,0,30991
37047,0,True,17,0,3,1,30991
37048,0,True,20,0,3,0,30993
37052,1,True,9,0,5,0,30996
37053,0,True,19,0,5,1,30996
37059,1,True,10,0,4,0,31003
37060,1,True,17,0,4,1,31003
37061,0,True,18,1,4,2,31003
37073,1,True,6,0,6,0,31011
37074,1,True,10,0,6,1,31011
37075,0,True,20,0,6,2,31011
37080,1,True,12,0,10,0,31015
37083,1,True,10,0,10,0,31017
37084,0,True,20,0,10,1,31017
37092,1,True,7,0,6,0,31023
37093,0,True,18,1,6,1,31023
37095,0,True,19,1,2,0,31025
37097,0,True,18,0,6,0,31027
37101,0,True,18,0,10,0,31033
37106,0,True,20,0,10,0,31037
37113,1,True,10,0,4,0,31044
37114,0,True,20,0,4,1,31044
37118,0,True,20,0,10,0,31048
37125,0,True,20,0,6,0,31053
37127,0,True,20,0,6,0,31056
37137,0,True,16,0,10,0,31064
37142,1,True,17,0,9,0,31068
37144,0,True,18,0,7,0,31070
37155,1,True,14,0,8,0,31081
37156,1,True,15,1,8,1,31081
37157,0,True,19,1,8,2,31081
37167,1,True,10,0,10,0,31088
37178,0,True,20,1,6,0,31097
37186,0,True,20,0,11,0,31104
37189,0,True,18,0,11,0,31106
37191,0,True,20,0,10,0,31109
37192,1,True,10,0,5,0,31110
37200,0,True,18,0,3,0,31116
37207,1,True,8,0,10,0,31121
37208,1,True,10,0,10,1,31121
37209,0,True,20,0,10,2,31121
37214,1,True,10,0,4,0,31125
37215,0,True,20,0,4,1,31125
37216,1,True,10,0,5,0,31127
37217,0,True,20,0,5,1,31127
37225,1,True,11,0,10,0,31135
37226,0,True,19,0,10,1,31135
37227,1,True,7,0,11,0,31136
37228,1,True,10,0,11,1,31136
37229,0,True,20,0,11,2,31136
37232,0,True,20,0,8,0,31139
37242,1,True,12,0,11,0,31151
37243,1,True,15,0,11,1,31151
37244,0,True,17,0,11,2,31151
37251,1,True,11,0,2,0,31156
37252,0,True,19,0,2,1,31156
37260,1,True,11,0,6,0,31162
37269,1,True,11,0,10,0,31170
37270,1,True,20,0,10,1,31170
37281,1,True,19,0,10,0,31176
37284,1,True,9,0,4,0,31179
37285,0,True,18,0,4,1,31179
37287,1,True,12,0,5,0,31182
37288,0,True,15,0,5,1,31182
37289,1,True,7,0,6,0,31183
37290,0,True,17,0,6,1,31183
37295,1,True,12,0,8,0,31187
37296,0,True,17,0,8,1,31187
